MERCHANT_CITY_NAME,MERCHANT_STATE_XCD,YEAR_RUN,TOT_CNT,MERCHANT_CATEGORY_XCD,TOT_SUM
ARCADIA,OH,2019,88,5814,132.0
(239) 573-005,FL,2019,1,5814,35.51
5134216151,OH,2019,27,5812,913.71
Sun City Cent,FL,2019,20,5812,87.0
St  Augustine,FL,2019,26,5814,189.98
4409511788,OH,2019,14,5812,466.6
440-2821126,OH,2019,16,5812,499.45
Mt Vernon,OH,2019,9,5812,93.0
MOUNT BLANCHA,OH,2019,65,5812,1607.67
ALTAMONTE SP,FL,2019,16,5812,616.56
419-3523774,OH,2019,19,5812,481.46
4198870831,OH,2019,8,5812,195.38
DELLROY,OH,2019,8,5814,34.75
7869083642,FL,2019,3,5812,301.0
Kissimme,FL,2019,5,5814,101.05
COAL RUN,OH,2019,7,5812,29.89
3056408828,FL,2019,1,5812,51.72
SMITHFIELD,OH,2019,9,5812,40.56
Altha,FL,2019,2,5814,13.0
7279391791,FL,2019,5,5812,14.0
Waynesville,OH,2019,9,5812,192.01
740-5422189,OH,2019,6,5812,138.31
Golden Gate,FL,2019,8,5814,62.28
Horseshoe Bea,FL,2019,5,5812,133.03
NALCREST,FL,2019,9,5814,13.5
216-965-0875,OH,2019,7,5812,144.19
tampa,FL,2019,14,5814,721.6
South Bloomfi,OH,2019,2,5814,72.0
772-7703170,FL,2019,10,5812,256.31
TIPPECANOE,OH,2019,12,5812,46.96
N COLLEGE HL,OH,2019,7,5814,10.5
Franklin Furn,OH,2019,2,5814,10.0
ALACHUA.,FL,2019,4,5814,1086.93
Bloomville,OH,2019,3,5812,82.85
Dalton,OH,2019,2,5812,42.0
740-509-0795,OH,2019,1,5812,24.97
HALLALNDALE,FL,2019,7,5812,289.54
WILLOW WOOD,OH,2019,4,5812,24.6
(817) 504-727,OH,2019,4,5812,100.33
786-3603479,FL,2019,1,5812,75.55
9173026805,FL,2019,3,5812,136.48
2163217427,OH,2019,2,5812,35.0
9417784849,FL,2019,5,5812,332.9
714-745-2944,OH,2019,7,5814,120.01
LAURELVILLE,OH,2019,1,5814,8.0
7862754489,FL,2019,2,5812,14.99
727-3921234,FL,2019,13,5812,285.13
Bellview,FL,2019,4,5814,21.0
3056876539,FL,2019,8,5812,88.37
3056247378,FL,2019,1,5812,26.18
Bristolville,OH,2019,1,5812,14.93
Whitehall,OH,2019,5,5812,59.0
216-2898574,OH,2019,3,5812,32.74
941-4600728,FL,2019,3,5812,129.73
937-325-9909,OH,2019,1,5814,32.29
305-4062345,FL,2019,5,5814,200.02
3527993904,FL,2019,3,5812,175.0
AUCILLA,FL,2019,4,5814,6.0
MCDONALD,OH,2019,1,5812,0.0
ST MARKS,FL,2019,5,5812,398.66
Lake Monroe,FL,2019,1,5814,6.5
N ROYALTON,OH,2019,5,5814,83.01
850-2674528,FL,2019,2,5812,10.0
(407) 896-897,FL,2019,2,5812,60.64
LEES CREEK,OH,2019,2,5812,8.63
Willard,OH,2019,2,5812,12.0
5134850242,OH,2019,1,5812,17.11
513-474-3800,OH,2019,4,5814,63.14
LIGHT HOUSE P,FL,2019,1,5812,0.0
AMELIA ISLAND,FL,2019,3,5814,39.85
407-8421100,FL,2019,1,5812,36.79
Deerfiled,FL,2019,2,5812,76.92
5615727427,FL,2019,1,5812,300.0
ALTHA,FL,2019,5,5814,60.0
North Fairfie,OH,2019,1,5814,9.5
ST  MARYS,OH,2019,2,5812,0.0
9414455840,FL,2019,1,5812,19.21
TOWN  N  COUN,FL,2019,1,5812,0.0
14073332733,FL,2019,1,5812,21.15
4078789195,FL,2019,3,5812,455.0
(740) 404-304,OH,2019,1,5814,20.39
MOSCOW,FL,2019,1,5812,76.35
9139776018,FL,2019,1,5812,48.78
3863298000,FL,2019,2,5812,70.69
Bowling Green,FL,2019,1,5814,3.0
Saint Clairsv,OH,2019,1,5814,9.27
Gonzalez,FL,2019,1,5812,0.0
2162002831,OH,2019,1,5812,180.0
5614887388,FL,2019,1,5812,115.51
811MAC DILL A,FL,2019,1,5814,9.97
OAK HILL,FL,2019,2,5814,10.0
ORLANDO,FL,2019,2032687,5812,61101080.86
BRADENTON,FL,2019,259965,5812,7936733.92
MARBLEHEAD,OH,2019,1208,5812,44405.44
DELRAY BEACH,FL,2019,236415,5812,7923388.85
801-3632400,FL,2019,16065,5814,192021.81
LIMA,OH,2019,197260,5814,1893411.0
MASSILLON,OH,2019,119935,5812,2896398.24
BROOKSVILLE,FL,2019,123274,5814,1307289.22
APOLLO BEACH,FL,2019,10349,5814,146099.35
PERRY,FL,2019,25786,5812,652943.28
BELLEFONTAINE,OH,2019,120007,5814,1416057.22
BEAVERDAM,OH,2019,2351,5812,56640.39
LAKE CITY,FL,2019,255487,5812,7248253.34
Key Colony Be,FL,2019,473,5812,13429.84
STARKE,FL,2019,103492,5814,1205957.86
Kettering,OH,2019,716,5814,7680.09
FERNANDINA,FL,2019,10242,5812,401133.1
HOLLAND,OH,2019,24067,5812,759667.23
LANCASTER,OH,2019,78473,5814,900915.36
MIDDLEBURG HT,OH,2019,1543,5812,22593.91
PANAMAE CITY,FL,2019,343,5814,8079.25
PINELLAS PARK,FL,2019,49132,5812,1516578.36
SOUTH DAYTONA,FL,2019,30475,5814,326616.49
WHITEHALL,OH,2019,15536,5814,158732.75
JENSEN BCH,FL,2019,32664,5814,210047.08
NORTH LAUDERD,FL,2019,35690,5814,390326.47
PLAIN CITY,OH,2019,14045,5812,392169.1
KISSIMME,FL,2019,4643,5812,176136.55
Beachwood,OH,2019,2636,5812,70530.91
WILMOT,OH,2019,3134,5812,93369.89
NEW PHILADELP,OH,2019,13676,5814,151187.01
MURDOCK,FL,2019,7364,5814,77467.95
ADA,OH,2019,9721,5814,82770.45
DANIA BCH,FL,2019,564,5814,16918.12
4029357733,OH,2019,3594,5812,120926.37
SUN CITY CENT,FL,2019,5833,5812,148454.1
ELGIN AFB,FL,2019,4709,5814,53551.19
MIMS,FL,2019,20179,5814,176932.45
Immokalee,FL,2019,2592,5814,36770.19
FT MEYERS,FL,2019,4926,5812,180714.17
Viera,FL,2019,1409,5812,39699.87
Saint Augusti,FL,2019,4007,5812,75110.36
Lake Wales,FL,2019,2255,5812,68180.21
Crestview,FL,2019,3810,5814,50694.17
Hallandale Be,FL,2019,2906,5814,30104.61
Kenton,OH,2019,1706,5814,27848.54
PORT CLINTON,OH,2019,13037,5812,495629.42
EAST ROCKLAND,FL,2019,552,5812,10762.6
NW PRT RCHY,FL,2019,614,5812,12865.64
7728823602,FL,2019,1187,5812,43726.6
WILLIAMSBURG,OH,2019,1352,5812,29522.68
CORAL SPRING,FL,2019,3275,5814,33070.84
BURTON,OH,2019,1300,5812,65472.4
East Canton,OH,2019,2042,5814,25515.87
Palm Springs,FL,2019,2248,5814,19753.38
CUTLER RIDGE,FL,2019,1001,5812,18819.12
Randolph,OH,2019,659,5814,7514.86
Fort White,FL,2019,1877,5812,46983.09
904-7798100,FL,2019,104,5814,1173.3
HARTFORD,OH,2019,5,5812,19.11
cincinnati,OH,2019,283,5812,4236.13
RIVIERABCH,FL,2019,194,5812,2903.76
DESTIN,FL,2019,122959,5814,1734940.74
Saint Petersb,FL,2019,12130,5812,309859.45
740-3748151,OH,2019,2604,5814,37899.3
BARNESVILLE,OH,2019,7234,5814,84646.35
MCCONNELSVILL,OH,2019,12801,5812,290119.96
Wellston,OH,2019,1358,5814,16161.61
MIDDLEBURG HE,OH,2019,10805,5812,301985.67
WILTON MANORS,FL,2019,22072,5812,652386.62
RIVERSIDE,OH,2019,2879,5814,23267.36
NEW PHILADEL,OH,2019,1212,5814,9839.5
Stuart,FL,2019,23059,5812,831003.68
PORT ST.LUCIE,FL,2019,13186,5814,147924.89
Gainesville,FL,2019,26838,5812,588077.88
DANIA,FL,2019,27830,5814,289977.1
WOODVILLE,OH,2019,5118,5814,43767.95
LAKEWOOD RANC,FL,2019,10726,5814,172199.28
NORWOOD,OH,2019,5467,5812,122552.89
MOORE HAVEN,FL,2019,6633,5814,82328.7
Botkins,OH,2019,2514,5812,72159.63
CORAL SPRING,FL,2019,627,5812,8934.61
Blanchester,OH,2019,4454,5812,93686.43
Denver,OH,2019,561,5812,16784.89
4073134300,FL,2019,347,5812,12694.69
GENOA,OH,2019,6290,5812,147376.2
BROADVIEW HEI,OH,2019,8368,5812,185349.25
Bowling Green,OH,2019,1391,5812,23690.7
BEXLEY,OH,2019,2541,5812,78220.29
MINFORD,OH,2019,214,5814,2334.25
PALM SHORES,FL,2019,1056,5812,34320.8
NORTHPORT,FL,2019,1564,5814,17217.92
CLEARWATE,FL,2019,2524,5812,24790.75
Surfside,FL,2019,1397,5814,16145.21
352-4374867,FL,2019,138,5814,1997.28
FT MYERS BCH,FL,2019,3156,5812,110577.41
Lake Mary,FL,2019,1642,5812,52959.51
44311,OH,2019,139,5814,2091.09
RICHMOND HEIG,OH,2019,1025,5812,21156.84
Northfield,OH,2019,675,5812,17322.36
N REDNGTN BCH,FL,2019,981,5812,28202.82
Wadsworth,OH,2019,974,5814,10629.62
CHAMPIONS GT,FL,2019,352,5812,10240.32
Lauderdale La,FL,2019,3118,5814,27357.62
Twinsburg,OH,2019,794,5814,8621.84
Jasper,FL,2019,1295,5812,21023.21
SENECAVILLE,OH,2019,858,5812,32642.2
Lake Panasoff,FL,2019,1311,5814,14766.24
Sanibel,FL,2019,738,5814,9054.5
Fort myers,FL,2019,2242,5812,71644.84
NEWTOWN,OH,2019,369,5812,19378.82
MIROMAR LAKES,FL,2019,536,5812,29396.45
Defuniak Spri,FL,2019,1309,5814,18818.73
Palm Springs,FL,2019,425,5812,7486.6
FORT MEYERS B,FL,2019,11,5812,735.08
Piketon,OH,2019,908,5814,10611.85
Coconut Grove,FL,2019,379,5812,7795.64
INLET BEACH,FL,2019,1024,5814,16428.13
BAINBRIDGE TO,OH,2019,417,5812,15744.44
954-9757595,FL,2019,737,5814,7503.91
BROOKFIELD,OH,2019,221,5814,4334.92
MIMS,FL,2019,82,5812,2498.44
WEST SALEM,OH,2019,39,5814,69.0
FORT MC COY,FL,2019,693,5812,18332.92
Masaryktown,FL,2019,248,5814,3170.0
PORT RICHIE,FL,2019,320,5814,7353.75
Dundee,FL,2019,1371,5814,16702.97
Lyndhurst,OH,2019,480,5812,8988.93
850-8633177,FL,2019,321,5814,4123.17
440-5991551,OH,2019,238,5814,3435.08
CITRUS SPGS,FL,2019,793,5812,17627.71
PORTLAND,FL,2019,121,5812,20402.18
WINTON ROAD,OH,2019,176,5814,1732.75
N BLOOMFIELD,OH,2019,289,5812,7003.72
850-5755554,FL,2019,420,5814,4473.89
Cottondale,FL,2019,251,5814,3568.13
419-8858889,OH,2019,45,5812,1599.56
813-661-1500,FL,2019,89,5814,1689.03
8132351000,FL,2019,5,5814,171.53
BRYCEVILLE,FL,2019,57,5814,85.5
DE FUNIAK SPR,FL,2019,208,5812,5722.36
DAVIE FL,FL,2019,128,5812,19180.33
LEHIGH,FL,2019,168,5812,5464.38
PORT CHARLO,FL,2019,109,5812,1660.0
954-3940915,FL,2019,18,5812,289.85
MAYNARD,OH,2019,5,5812,19.2
800-7223127,FL,2019,255,5814,3093.24
Canal Winches,OH,2019,18,5812,216.71
3057100427,FL,2019,19,5812,725.1
9547832109,FL,2019,10,5812,234.38
949-3312164,FL,2019,17,5812,578.29
DOVER,OH,2019,5390,5812,155283.86
SAFETY HARBOR,FL,2019,13472,5812,442219.61
Hastings,FL,2019,1947,5814,26559.63
Orange City,FL,2019,1814,5812,45377.34
BONITA SPGS,FL,2019,16440,5814,135187.88
FRUIT COVE,FL,2019,2189,5812,56930.39
NORTHWOOD,OH,2019,7749,5812,218709.35
ELKTON,FL,2019,1456,5812,36782.22
SAINT JOHN'S,FL,2019,604,5812,15964.68
Plantation,FL,2019,8803,5812,230879.05
3217776789,FL,2019,234,5812,7356.38
SABINA,OH,2019,6383,5814,9553.24
MANALAPAN,FL,2019,864,5812,51624.1
330-4552004,OH,2019,936,5814,11309.29
Norton,OH,2019,649,5814,7625.05
Inlet Beach,FL,2019,996,5812,74719.96
WEST UNITY,OH,2019,707,5812,12226.62
Powell,OH,2019,256,5812,9115.65
ENON,OH,2019,1814,5814,23197.48
WP AFB,OH,2019,1085,5812,5474.4
TWN N CNTRY,FL,2019,60,5812,1618.41
kent,OH,2019,102,5812,1874.76
937-4811134,OH,2019,630,5812,16879.12
EATONVILLE,FL,2019,283,5812,81873.64
850-8659898,FL,2019,632,5812,16602.13
Key Biscayne,FL,2019,1064,5814,14332.8
813-9719105,FL,2019,401,5814,4027.32
9047773237,FL,2019,110,5812,2611.8
Proctorville,OH,2019,21,5812,421.12
LA RUE,OH,2019,487,5812,13549.13
HOWEY IN THE,FL,2019,1130,5812,75234.53
813-2451983,FL,2019,516,5814,6145.19
(757) 968-258,FL,2019,14,5814,162.75
Opa-locka,FL,2019,134,5812,2487.47
Raceland,FL,2019,183,5812,5553.24
5619676688,FL,2019,125,5812,2795.78
BAYONET POINT,FL,2019,91,5814,1477.24
SAINT AUG BEA,FL,2019,191,5814,2668.35
gainesville,FL,2019,21,5814,175.75
740-9652000,OH,2019,16,5812,541.44
S CHARLESTON,OH,2019,205,5812,4082.74
St Clould,FL,2019,45,5814,686.81
DOLA,OH,2019,9,5812,39.3
OAKLEY,OH,2019,4,5814,53.9
ADDYSTON,OH,2019,106,5812,3560.48
Thonotosassa,FL,2019,50,5812,733.22
4196372197,OH,2019,9,5812,252.0
ANASTASIA IS,FL,2019,66,5814,1255.43
(941) 301-976,FL,2019,107,5814,1672.46
239-992-1152,FL,2019,59,5814,919.34
WALTON HILLS,OH,2019,183,5812,3885.3
407-4833700,FL,2019,5,5812,36.24
bonita spring,FL,2019,111,5812,2536.74
(772) 386-949,FL,2019,17,5814,272.01
3059344639,FL,2019,2,5812,185.02
LAKEVIEW,OH,2019,110,5814,2289.82
Alys Beach,FL,2019,1,5812,0.0
Davie,FL,2019,14254,5814,139201.46
Olde West Che,OH,2019,348,5812,7400.09
South Point,OH,2019,1575,5814,17641.94
FERNANDINA BC,FL,2019,217,5812,3948.26
MONTVERDE,FL,2019,410,5814,5860.49
ALVORDTON,OH,2019,97,5812,1582.1
Lauderdale La,FL,2019,440,5812,7814.53
Cleeves,OH,2019,28,5812,520.7
407-253-3989,FL,2019,61,5814,1216.44
GYPSUM,OH,2019,6,5812,16.17
513-793-2888,OH,2019,22,5814,377.09
8504798900,FL,2019,98,5812,615.17
904-280-4044,FL,2019,16,5812,142.02
954-4820534,FL,2019,11,5812,214.75
9545622478,FL,2019,19,5812,340.0
440-2091080,OH,2019,68,5814,978.38
Harpster,OH,2019,13,5814,181.95
904-2324000,FL,2019,59,5814,681.8
St  Augustine,FL,2019,18,5812,166.41
4078578278,FL,2019,17,5814,481.05
TRUJILLO ALTO,OH,2019,20,5812,427.6
WATERLOO,OH,2019,10,5812,32.29
(937) 748-555,OH,2019,2,5812,189.18
386-383-0380,FL,2019,25,5812,651.87
(850) 936-132,FL,2019,2,5814,36.24
SAINT BERNARD,OH,2019,68,5812,928.25
4077305930,FL,2019,6,5812,266.7
9044448110,FL,2019,1,5814,15.0
Warrensville,OH,2019,21,5812,157.25
miramar,FL,2019,3,5812,60.01
Fruit Cove,FL,2019,3,5812,47.01
8138451555,FL,2019,21,5812,508.27
SABINA,OH,2019,12,5812,38.73
4073891081,FL,2019,46,5812,2405.21
MC DAVID,FL,2019,9,5812,62.35
(904) 955-913,FL,2019,40,5814,896.11
EARLETON,FL,2019,6,5812,13.93
HILLSBORO BEA,FL,2019,15,5814,379.3
MELMORE,OH,2019,7,5812,30.99
BERLIN HEIGHT,OH,2019,10,5814,15.0
RARDEN,OH,2019,5,5812,30.23
513-543-0306,OH,2019,6,5814,85.44
7405329220,OH,2019,16,5814,464.61
937-3229697,OH,2019,8,5812,991.54
Thompson,OH,2019,5,5814,612.0
2165141777,OH,2019,2,5812,252.5
440-9863278,OH,2019,16,5812,382.58
Newtonsville,OH,2019,1,5812,0.0
CINCINNATTI,OH,2019,23,5814,87.26
FAIRPOINT,OH,2019,7,5812,10071.07
239-561-6220,FL,2019,4,5814,151.67
9543676795,FL,2019,1,5812,34.72
Jeromesville,OH,2019,1,5812,0.0
2295733130,FL,2019,2,5814,36.0
847-904-9050,OH,2019,2,5814,53.66
4072332200,FL,2019,6,5812,269.98
AMLIN,OH,2019,3,5812,9.83
EVINSTON,FL,2019,6,5812,33.48
davie,FL,2019,4,5814,17.0
Lakeville,OH,2019,4,5814,41.0
(850) 894-250,FL,2019,6,5812,567.77
wilmington,OH,2019,5,5812,155.53
4072850670,FL,2019,3,5812,255.0
4079853400,FL,2019,3,5812,111.4
sebastian,FL,2019,8,5814,103.0
5616146942,FL,2019,4,5812,733.92
3308683000,OH,2019,1,5812,0.0
Mc Intosh,FL,2019,1,5814,5.0
Flagler beach,FL,2019,1,5812,10.0
North Redingt,FL,2019,4,5812,163.79
954-9235151,FL,2019,4,5812,22.18
4078619566,FL,2019,5,5812,1465.0
3057638242,FL,2019,3,5812,81.15
MATLACHA,FL,2019,1,5814,104.5
954-9990569,FL,2019,1,5814,27.0
North Debary,FL,2019,1,5812,17.28
832-3325393,FL,2019,1,5812,23.64
CAMERON,OH,2019,5,5812,16.08
LUDLOW FALLS,OH,2019,6,5812,55.4
GLENWOOD,FL,2019,8,5812,48.33
8505331522,FL,2019,1,5812,100.0
2342540014,OH,2019,1,5814,12.65
Bratenahl,OH,2019,4,5812,105.66
4195170100,OH,2019,1,5812,6.0
9376381402,OH,2019,1,5812,163.75
330-836-9464,OH,2019,3,5814,36.45
Little Torch,FL,2019,1,5812,0.0
727-8472121,FL,2019,1,5812,12.73
North Jackson,OH,2019,1,5812,13.05
Roseville,OH,2019,2,5812,0.0
Lakemore,OH,2019,1,5812,0.0
3052965700,FL,2019,1,5812,42.0
(440) 937-499,OH,2019,2,5812,110.46
14197646742,OH,2019,1,5812,45.0
505-6885686,FL,2019,2,5814,46.37
Vernon,FL,2019,1,5814,13.0
WESTFIELD,OH,2019,1,5814,1.5
LAND O  LAKES,FL,2019,1,5812,0.0
9549340034,FL,2019,2,5812,53.75
Lox,FL,2019,3,5814,3961.24
Bidwell,OH,2019,1,5812,13.89
Fletcher,OH,2019,1,5812,0.0
8507051301,FL,2019,2,5812,1300.0
Brookville,OH,2019,1,5812,0.0
De Funiak Spr,FL,2019,1,5812,0.0
De Bary,FL,2019,1,5812,0.0
Ludlow Falls,OH,2019,1,5814,12.0
Bethel,OH,2019,1,5812,0.0
305-477-5551,FL,2019,1,5812,216.0
8132582739,FL,2019,2,5812,18.01
305-9123672,FL,2019,1,5812,470.21
Clinton,OH,2019,1,5814,8.0
5133519464,OH,2019,1,5812,11.0
S ZANESVILLE,OH,2019,1,5812,10.18
Port Salerno,FL,2019,1,5812,12.39
JACKSONVILLE,FL,2019,854734,5812,25870797.63
ORLANDO,FL,2019,2928509,5814,34323147.02
ALTAMONTE SPR,FL,2019,339664,5814,1595007.34
WINDERMERE,FL,2019,25667,5812,636066.63
TEMPLE TERR,FL,2019,8546,5812,172395.09
CANAL WHCHSTR,OH,2019,8584,5814,70149.06
RIVERVIEW,FL,2019,208602,5814,2402749.12
BEAVERCREEK,OH,2019,34561,5812,1075680.09
Cape Coral,FL,2019,17165,5812,589450.59
DAYTON,OH,2019,144391,5812,3853673.68
LIMA,OH,2019,119902,5812,3335321.52
FORT WALTON B,FL,2019,119424,5814,1491871.83
OLDSMAR,FL,2019,45311,5814,437702.43
PALATKA,FL,2019,107249,5812,2524118.07
HALLANDALE BE,FL,2019,35810,5812,1412050.1
8139325701,FL,2019,1228,5812,25871.0
North Olmsted,OH,2019,1256,5812,21166.58
ST PETERSBURG,FL,2019,139090,5812,4151531.74
CHIEFLAND,FL,2019,104000,5814,1127424.62
LADY LAKE,FL,2019,78560,5812,2321434.13
WINTER SPRING,FL,2019,17830,5812,546563.21
OCOEE,FL,2019,111385,5814,1187128.68
GREENACRES,FL,2019,41193,5812,1156529.71
ALTAMONTE SPR,FL,2019,106280,5812,3089183.08
SAINT JOHNS,FL,2019,8639,5812,253927.22
NORWALK,OH,2019,11449,5814,129247.19
Ft. Lauderdal,FL,2019,1494,5812,17224.73
FT. LAUDERDAL,FL,2019,21293,5812,971391.21
Cleveland,OH,2019,27394,5814,268726.82
DADE CITY,FL,2019,26255,5812,670912.41
HUBBARD,OH,2019,8278,5812,188592.11
BEVERLY HILLS,FL,2019,6357,5814,58512.33
WEST PALM BE,FL,2019,2450,5814,25100.31
KENT,OH,2019,39152,5812,848531.48
HALLANDALE BE,FL,2019,36247,5814,389030.41
CUYAHOGA FALL,OH,2019,68264,5814,657561.82
ST JAMES CITY,FL,2019,2446,5812,81110.56
UPPER ARLINGT,OH,2019,7122,5812,208332.85
Longwood,FL,2019,1725,5812,44846.46
Fruitland Par,FL,2019,1845,5812,79457.25
TRENTON,OH,2019,2205,5814,29873.92
HERMITAGE,OH,2019,1060,5814,11452.84
COVINGTON,OH,2019,427,5812,11361.16
Heath,OH,2019,571,5812,9946.31
Loudonville,OH,2019,257,5814,3386.5
FERN PARK,FL,2019,2427,5812,60807.32
FAIRVIEW PARK,OH,2019,5065,5812,166157.13
Titusville,FL,2019,2092,5812,45170.73
Crestline,OH,2019,83,5812,808.15
FT LAUDERDAL,FL,2019,1445,5812,68847.58
SMITHVILLE,OH,2019,1514,5812,62180.56
Powell,OH,2019,1455,5814,17550.51
North Fort Me,FL,2019,565,5814,5979.12
BAL HABOUR,FL,2019,214,5812,2798.39
330-5246355,OH,2019,180,5812,11212.74
LODI,OH,2019,716,5812,22010.44
Galloway,OH,2019,436,5814,4894.47
407-354-0336,FL,2019,99,5814,1869.63
Mount Vernon,OH,2019,463,5812,11393.24
GRANDIN,FL,2019,10,5812,45.82
HOLLYHILL,FL,2019,254,5812,2528.33
9548260377,FL,2019,10,5812,774.0
KANSAS,OH,2019,159,5812,4292.74
Ft. Lauderdal,FL,2019,583,5814,6573.17
Middletown,OH,2019,1544,5812,30263.67
CANAL WINCHES,OH,2019,21118,5814,233916.08
BARRON,OH,2019,692,5812,15677.27
TAVARES,FL,2019,27440,5812,792647.43
GROVELAND,FL,2019,50180,5814,588000.18
Lorain,OH,2019,1111,5812,27431.2
OPALOCKA,FL,2019,5305,5814,42221.27
MARY ESTHER,FL,2019,7311,5812,205470.33
LONDON,OH,2019,17715,5814,195721.84
LORAIN,OH,2019,23395,5814,218685.17
Milton,FL,2019,2057,5812,44026.76
RUTLAND,OH,2019,4081,5812,107753.53
ZANESFIELD,OH,2019,1461,5812,29966.22
BEAVER CREEK,OH,2019,3196,5814,27873.62
DEFUNIAK SPGS,FL,2019,4175,5812,96966.54
St. Cloud,FL,2019,3926,5814,52506.33
RICHWOOD,OH,2019,4688,5812,88068.27
NEWCOMERSTOWN,OH,2019,11270,5814,113534.55
PORT CHARLTTE,FL,2019,3701,5814,33333.51
JEFFERSONVILL,OH,2019,8057,5812,186353.83
POWEL,OH,2019,1275,5812,21264.85
FORT MEADE,FL,2019,2647,5812,55434.87
Uniontown,OH,2019,344,5812,6949.33
Estero,FL,2019,5022,5814,61937.36
ST.AUGUSTINE,FL,2019,12476,5814,89503.4
Ponte Vedra,FL,2019,1252,5812,33783.36
Titusville,FL,2019,9240,5814,106888.14
Palm City,FL,2019,3683,5812,90740.34
Masillon,OH,2019,1094,5812,42488.41
BEDFORD HTS,OH,2019,309,5812,6433.25
New Port Rich,FL,2019,5416,5812,156310.87
HOPEDALE,OH,2019,142,5814,3967.56
WESTEVILLE,OH,2019,1687,5814,10847.06
ANNA MARIA,FL,2019,5383,5814,110022.28
Greenfield,OH,2019,52,5812,1102.36
GLEN SAINT MA,FL,2019,3088,5814,7870.07
PALM BEACH SH,FL,2019,2298,5812,83973.05
FRANKLIN FURN,OH,2019,307,5814,440.5
CONTINENTAL,OH,2019,442,5814,6714.84
Fleming Islan,FL,2019,970,5812,21189.01
Richfield,OH,2019,861,5814,8665.25
9048247477,FL,2019,178,5812,2854.08
Etna,OH,2019,471,5814,3940.89
CURTICE,OH,2019,413,5812,12833.03
Maimi Beach,FL,2019,134,5812,9535.39
Marco Island,FL,2019,1351,5814,15878.25
Miami beach,FL,2019,142,5812,2017.61
BABSON PARK,FL,2019,1019,5812,41014.31
HIALEAH GDNS,FL,2019,604,5812,12192.78
5614349991,FL,2019,126,5812,4209.41
FOREST PARK,OH,2019,1066,5814,5690.75
614-4870087,OH,2019,55,5812,1589.12
MANTUA,OH,2019,687,5812,22401.71
Washington Co,OH,2019,364,5812,5660.38
FORT LAUDER,FL,2019,1117,5812,45505.4
W.PALM BEACH,FL,2019,2344,5814,28433.09
CLEVES,OH,2019,981,5812,34482.22
305-5586900,FL,2019,1210,5814,11927.23
GATES MILLS,OH,2019,110,5814,364.3
Jamestown,OH,2019,163,5814,2156.89
850-2303997,FL,2019,514,5814,8110.53
EGLIN,FL,2019,631,5814,5396.17
Vandalia,OH,2019,329,5814,4277.42
BEACH PALM GA,FL,2019,28,5812,1361.18
8137242449,FL,2019,33,5812,1797.0
St.Augustine,FL,2019,263,5814,3269.63
813-6713311,FL,2019,6,5812,108.14
VINTON,OH,2019,698,5812,22648.78
Lexington,OH,2019,122,5812,3874.94
813-2509463,FL,2019,132,5812,23451.44
Washington Ct,OH,2019,2,5812,0.0
Boyton Beach,FL,2019,91,5812,2627.84
Anthony,FL,2019,41,5812,749.21
9376421452,OH,2019,42,5812,979.3
ST. PETE,FL,2019,59,5812,1489.5
SHILOH,OH,2019,74,5812,1354.54
419-502-9063,OH,2019,3,5814,47.36
305-8280505,FL,2019,32,5812,971.83
727-9384640,FL,2019,66,5814,1412.06
216-357-3110,OH,2019,15,5814,320.44
954-3382600,FL,2019,66,5812,1393.93
904-8598076,FL,2019,26,5812,605.08
HOPEWELL,OH,2019,53,5812,1366.07
Rayland,OH,2019,23,5814,305.42
NOVA,OH,2019,23,5812,470.96
WESTPALMBEA,FL,2019,32,5812,862.62
ST. CLOUD,FL,2019,13596,5812,491628.51
Akron,OH,2019,7036,5812,154483.84
SPRINGSBORO,OH,2019,3343,5814,43801.55
MUNROE FALLS,OH,2019,2469,5814,20623.82
Steubenville,OH,2019,1649,5812,59588.94
Madison,FL,2019,8197,5814,101254.72
HIGHLAND HEIG,OH,2019,2665,5814,33964.56
850-9832100,FL,2019,246,5814,4966.97
SAN ANTONIO,FL,2019,5487,5812,125463.51
OSTEEN,FL,2019,842,5814,8406.21
Wellington,FL,2019,6942,5814,77943.52
DE LEON SPRIN,FL,2019,1630,5812,58784.19
MARTINS FERRY,OH,2019,1574,5812,36322.91
954-5250515,FL,2019,719,5812,16616.14
Dover,OH,2019,393,5812,12402.62
HURON,OH,2019,2550,5812,83411.86
513-7841200,OH,2019,830,5812,159241.92
BELLBROOK,OH,2019,1335,5812,35665.96
PLEASANTVILLE,OH,2019,352,5812,20419.22
BEXLEY,OH,2019,5524,5814,57387.31
Bolivar,OH,2019,1087,5812,29421.09
321-363-1421,FL,2019,15,5814,400.99
Upper Arlingt,OH,2019,24,5814,1041.0
313-4716273,FL,2019,972,5814,8513.19
jacksonville,FL,2019,225,5812,6433.08
HOPEDALE,OH,2019,194,5812,5423.54
tallahassee,FL,2019,118,5812,895.77
614-851-6500,OH,2019,1,5814,6.0
Plain City,OH,2019,1009,5812,27714.89
Elkton,FL,2019,168,5812,4300.4
"Canal Fulton,",OH,2019,641,5812,35175.68
BAY VILLAGE,OH,2019,335,5814,2339.68
BROADWAY,OH,2019,9,5812,49.91
7403742599,OH,2019,379,5812,8089.85
Willard,OH,2019,282,5814,3941.35
SAVANNAH,OH,2019,170,5812,2909.86
COLTON,OH,2019,16,5812,82.11
407-3880611,FL,2019,150,5814,1665.07
